Q6 | 0 | Маркер уничтожен из конечной очереди | 
Q5 | 2464 | Позиция маркирована | Маркер #1232
Q6 | 2464 | Маркер уничтожен из конечной очереди | 
P6 | 2465 | Позиция маркирована | Маркер #1232
P5 | 2465 | Позиция маркирована | Маркер #1232
Q6 | 2465 | Маркер уничтожен из конечной очереди | 
Q6 | 2466 | Позиция маркирована | Маркер #1232
P6 | 2466 | Маркер покинул позицию | Маркер #1232
P5 | 2466 | Маркер покинул позицию | Маркер #1232
Q2 | 2466 | Позиция маркирована | Маркер #1233
Q5 | 2466 | Позиция маркирована | Маркер #1233
Q6 | 2466 | Маркер уничтожен из конечной очереди | 
P6 | 2467 | Позиция маркирована | Маркер #1233
P5 | 2467 | Позиция маркирована | Маркер #1233
Q6 | 2467 | Маркер уничтожен из конечной очереди | 
Q6 | 2468 | Позиция маркирована | Маркер #1233
P6 | 2468 | Маркер покинул позицию | Маркер #1233
P5 | 2468 | Маркер покинул позицию | Маркер #1233
Q2 | 2468 | Позиция маркирована | Маркер #1234
Q5 | 2468 | Позиция маркирована | Маркер #1234
Q6 | 2468 | Маркер уничтожен из конечной очереди | 
P6 | 2469 | Позиция маркирована | Маркер #1234
P5 | 2469 | Позиция маркирована | Маркер #1234
Q6 | 2469 | Маркер уничтожен из конечной очереди | 
Q6 | 2470 | Позиция маркирована | Маркер #1234
P6 | 2470 | Маркер покинул позицию | Маркер #1234
P5 | 2470 | Маркер покинул позицию | Маркер #1234
Q2 | 2470 | Позиция маркирована | Маркер #1235
Q5 | 2470 | Позиция маркирована | Маркер #1235
Q6 | 2470 | Маркер уничтожен из конечной очереди | 
P6 | 2471 | Позиция маркирована | Маркер #1235
P5 | 2471 | Позиция маркирована | Маркер #1235
Q6 | 2471 | Маркер уничтожен из конечной очереди | 
Q6 | 2472 | Позиция маркирована | Маркер #1235
P6 | 2472 | Маркер покинул позицию | Маркер #1235
P5 | 2472 | Маркер покинул позицию | Маркер #1235
Q2 | 2472 | Позиция маркирована | Маркер #1236
Q5 | 2472 | Позиция маркирована | Маркер #1236
Q6 | 2472 | Маркер уничтожен из конечной очереди | 
P6 | 2473 | Позиция маркирована | Маркер #1236
P5 | 2473 | Позиция маркирована | Маркер #1236
Q6 | 2473 | Маркер уничтожен из конечной очереди | 
Q6 | 2474 | Позиция маркирована | Маркер #1236
P6 | 2474 | Маркер покинул позицию | Маркер #1236
P5 | 2474 | Маркер покинул позицию | Маркер #1236
Q2 | 2474 | Позиция маркирована | Маркер #1237
Q5 | 2474 | Позиция маркирована | Маркер #1237
Q6 | 2474 | Маркер уничтожен из конечной очереди | 
P6 | 2475 | Позиция маркирована | Маркер #1237
P5 | 2475 | Позиция маркирована | Маркер #1237
Q6 | 2475 | Маркер уничтожен из конечной очереди | 
Q6 | 2476 | Позиция маркирована | Маркер #1237
P6 | 2476 | Маркер покинул позицию | Маркер #1237
P5 | 2476 | Маркер покинул позицию | Маркер #1237
Q2 | 2476 | Позиция маркирована | Маркер #1238
Q5 | 2476 | Позиция маркирована | Маркер #1238
Q6 | 2476 | Маркер уничтожен из конечной очереди | 
P6 | 2477 | Позиция маркирована | Маркер #1238
P5 | 2477 | Позиция маркирована | Маркер #1238
Q6 | 2477 | Маркер уничтожен из конечной очереди | 
Q6 | 2478 | Позиция маркирована | Маркер #1238
P6 | 2478 | Маркер покинул позицию | Маркер #1238
P5 | 2478 | Маркер покинул позицию | Маркер #1238
Q2 | 2478 | Позиция маркирована | Маркер #1239
Q5 | 2478 | Позиция маркирована | Маркер #1239
Q6 | 2478 | Маркер уничтожен из конечной очереди | 
P6 | 2479 | Позиция маркирована | Маркер #1239
P5 | 2479 | Позиция маркирована | Маркер #1239
Q6 | 2479 | Маркер уничтожен из конечной очереди | 
Q6 | 2480 | Позиция маркирована | Маркер #1239
P6 | 2480 | Маркер покинул позицию | Маркер #1239
P5 | 2480 | Маркер покинул позицию | Маркер #1239
Q2 | 2480 | Позиция маркирована | Маркер #1240
Q5 | 2480 | Позиция маркирована | Маркер #1240
Q6 | 2480 | Маркер уничтожен из конечной очереди | 
P6 | 2481 | Позиция маркирована | Маркер #1240
P5 | 2481 | Позиция маркирована | Маркер #1240
Q6 | 2481 | Маркер уничтожен из конечной очереди | 
Q6 | 2482 | Позиция маркирована | Маркер #1240
P6 | 2482 | Маркер покинул позицию | Маркер #1240
P5 | 2482 | Маркер покинул позицию | Маркер #1240
Q2 | 2482 | Позиция маркирована | Маркер #1241
Q5 | 2482 | Позиция маркирована | Маркер #1241
Q6 | 2482 | Маркер уничтожен из конечной очереди | 
P6 | 2483 | Позиция маркирована | Маркер #1241
P5 | 2483 | Позиция маркирована | Маркер #1241
Q6 | 2483 | Маркер уничтожен из конечной очереди | 
Q6 | 2484 | Позиция маркирована | Маркер #1241
P6 | 2484 | Маркер покинул позицию | Маркер #1241
P5 | 2484 | Маркер покинул позицию | Маркер #1241
Q2 | 2484 | Позиция маркирована | Маркер #1242
Q5 | 2484 | Позиция маркирована | Маркер #1242
Q6 | 2484 | Маркер уничтожен из конечной очереди | 
