T1 - F | 1 | Маркер иниц. срабатывание перехода | Маркер #1
T4 - T | 335 | Переход завершил работу | Маркер #167
T2 - T | 335 | Переход завершил работу | Маркер #167
T1 - F | 335 | Маркер иниц. срабатывание перехода | Маркер #168
T5 - J | 335 | Маркер иниц. срабатывание перехода | Маркер #167
T5 - J | 336 | Переход завершил работу | Маркер #167
T1 - F | 336 | Переход завершил работу | Маркер #168
T2 - T | 336 | Маркер иниц. срабатывание перехода | Маркер #168
T4 - T | 336 | Маркер иниц. срабатывание перехода | Маркер #168
T4 - T | 337 | Переход завершил работу | Маркер #168
T2 - T | 337 | Переход завершил работу | Маркер #168
T1 - F | 337 | Маркер иниц. срабатывание перехода | Маркер #169
T5 - J | 337 | Маркер иниц. срабатывание перехода | Маркер #168
T5 - J | 338 | Переход завершил работу | Маркер #168
T1 - F | 338 | Переход завершил работу | Маркер #169
T2 - T | 338 | Маркер иниц. срабатывание перехода | Маркер #169
T4 - T | 338 | Маркер иниц. срабатывание перехода | Маркер #169
T4 - T | 339 | Переход завершил работу | Маркер #169
T2 - T | 339 | Переход завершил работу | Маркер #169
T1 - F | 339 | Маркер иниц. срабатывание перехода | Маркер #170
T5 - J | 339 | Маркер иниц. срабатывание перехода | Маркер #169
T5 - J | 340 | Переход завершил работу | Маркер #169
T1 - F | 340 | Переход завершил работу | Маркер #170
T2 - T | 340 | Маркер иниц. срабатывание перехода | Маркер #170
T4 - T | 340 | Маркер иниц. срабатывание перехода | Маркер #170
T4 - T | 341 | Переход завершил работу | Маркер #170
T2 - T | 341 | Переход завершил работу | Маркер #170
T1 - F | 341 | Маркер иниц. срабатывание перехода | Маркер #171
T5 - J | 341 | Маркер иниц. срабатывание перехода | Маркер #170
T5 - J | 342 | Переход завершил работу | Маркер #170
T1 - F | 342 | Переход завершил работу | Маркер #171
T2 - T | 342 | Маркер иниц. срабатывание перехода | Маркер #171
T4 - T | 342 | Маркер иниц. срабатывание перехода | Маркер #171
T4 - T | 343 | Переход завершил работу | Маркер #171
T2 - T | 343 | Переход завершил работу | Маркер #171
T1 - F | 343 | Маркер иниц. срабатывание перехода | Маркер #172
